CASE_ID,EVENT_ID,ACTIVITY,START_TIMESTAMP,END_TIMESTAMP,RECURSO,AGENTE
4c236f7dfe2f9de4,725,DATA RESPONSE,2025-06-29 03:16:05.761848,2025-06-29 03:16:41.792767,cartoes_credito_outros_produtos,ai
4c236f7dfe2f9de4,726,INTENT EXPANSION,2025-06-29 03:16:41.792767,2025-06-29 03:20:46.477145,,human
4c236f7dfe2f9de4,727,DATA RESPONSE,2025-06-29 03:20:46.477145,2025-06-29 03:21:13.881437,cartoes_credito_outros_produtos,ai
4c236f7dfe2f9de4,728,SPONTANEOUS THANK,2025-06-29 03:21:13.881437,2025-06-29 03:26:29.067797,,human
4c236f7dfe2f9de4,729,END-DIALOGUE-SYSTEM,2025-06-29 03:26:29.067797,2025-06-29 03:26:29.067797,,syst
4d7ca5f3d6f790a2,730,START-DIALOGUE-SYTEM,2025-06-30 02:53:36.032776,2025-06-30 02:53:36.032776,,syst
4d7ca5f3d6f790a2,731,CHATBOT INITIAL GREETING,2025-06-30 02:53:36.032776,2025-06-30 02:53:37.032776,,ai
4d7ca5f3d6f790a2,732,CANCELLATION REQUEST,2025-06-30 02:53:37.032776,2025-06-30 03:02:58.077039,,human
4d7ca5f3d6f790a2,733,SOLUTION DELIVERY,2025-06-30 03:02:58.077039,2025-06-30 03:03:38.316011,cartoes_credito_outros_produtos,ai
4d7ca5f3d6f790a2,734,CANCELLATION REQUEST,2025-06-30 03:03:38.316011,2025-06-30 03:15:04.323766,,human
4d7ca5f3d6f790a2,735,PROACTIVE CLARIFICATION,2025-06-30 03:15:04.323766,2025-06-30 03:15:47.316707,cartoes_credito_outros_produtos,ai
4d7ca5f3d6f790a2,736,CANCELLATION REQUEST,2025-06-30 03:15:47.316707,2025-06-30 03:24:46.822984,,human
4d7ca5f3d6f790a2,737,SOLUTION DELIVERY,2025-06-30 03:24:46.822984,2025-06-30 03:25:29.836248,cartoes_credito_outros_produtos,ai
4d7ca5f3d6f790a2,738,CANCELLATION REQUEST,2025-06-30 03:25:29.836248,2025-06-30 03:35:36.758395,,human
4d7ca5f3d6f790a2,739,SOLUTION DELIVERY,2025-06-30 03:35:36.758395,2025-06-30 03:36:25.304804,cartoes_credito_outros_produtos,ai
4d7ca5f3d6f790a2,740,CANCELLATION REQUEST,2025-06-30 03:36:25.304804,2025-06-30 03:44:27.056829,,human
4d7ca5f3d6f790a2,741,END-DIALOGUE-SYSTEM,2025-06-30 03:44:27.056829,2025-06-30 03:44:27.056829,,syst
4eb9d577d7556559,742,START-DIALOGUE-SYTEM,2025-07-01 11:29:17.435371,2025-07-01 11:29:17.435371,,syst
4eb9d577d7556559,743,CHATBOT INITIAL GREETING,2025-07-01 11:29:17.435371,2025-07-01 11:29:18.435371,,ai
4eb9d577d7556559,744,INTENT EXPANSION,2025-07-01 11:29:18.435371,2025-07-01 11:31:21.019794,,human
4eb9d577d7556559,745,RESPONSE WITHOUT SOLUTION,2025-07-01 11:31:21.019794,2025-07-01 11:31:57.750800,cartoes_credito_outros_produtos,ai
4eb9d577d7556559,746,FINALIZATION WITH COMPLAINT,2025-07-01 11:31:57.750800,2025-07-01 11:34:21.214214,,human
4eb9d577d7556559,747,END-DIALOGUE-SYSTEM,2025-07-01 11:34:21.214214,2025-07-01 11:34:21.214214,,syst
4f4aa41bdc68a5e3,748,START-DIALOGUE-SYTEM,2025-06-29 01:00:11.637600,2025-06-29 01:00:11.637600,,syst
4f4aa41bdc68a5e3,749,CHATBOT INITIAL GREETING,2025-06-29 01:00:11.637600,2025-06-29 01:00:12.637600,,ai
4f4aa41bdc68a5e3,750,FRAUD REPORT,2025-06-29 01:00:12.637600,2025-06-29 01:01:20.772990,,human
4f4aa41bdc68a5e3,751,DATA RESPONSE,2025-06-29 01:01:20.772990,2025-06-29 01:02:16.875317,cartoes_credito_outros_produtos,ai
4f4aa41bdc68a5e3,752,URGENCY WITH AGGRESSIVE LANGUAGE,2025-06-29 01:02:16.875317,2025-06-29 01:03:20.508043,,human
4f4aa41bdc68a5e3,753,DATA RESPONSE,2025-06-29 01:03:20.508043,2025-06-29 01:04:16.174282,cartoes_credito_outros_produtos,ai
4f4aa41bdc68a5e3,754,URGENCY WITH AGGRESSIVE LANGUAGE,2025-06-29 01:04:16.174282,2025-06-29 01:05:08.102406,,human
4f4aa41bdc68a5e3,755,PROACTIVE CLARIFICATION,2025-06-29 01:05:08.102406,2025-06-29 01:06:05.993605,cartoes_credito_outros_produtos,ai
4f4aa41bdc68a5e3,756,URGENCY WITH AGGRESSIVE LANGUAGE,2025-06-29 01:06:05.993605,2025-06-29 01:06:59.890231,,human
4f4aa41bdc68a5e3,757,DATA RESPONSE,2025-06-29 01:06:59.890231,2025-06-29 01:08:01.244739,cartoes_credito_outros_produtos,ai
4f4aa41bdc68a5e3,758,FINALIZATION WITH COMPLAINT,2025-06-29 01:08:01.244739,2025-06-29 01:08:31.149741,,human
4f4aa41bdc68a5e3,759,END-DIALOGUE-SYSTEM,2025-06-29 01:08:31.149741,2025-06-29 01:08:31.149741,,syst
4f703c617b60640b,760,START-DIALOGUE-SYTEM,2025-06-27 13:03:04.701437,2025-06-27 13:03:04.701437,,syst
4f703c617b60640b,761,CHATBOT INITIAL GREETING,2025-06-27 13:03:04.701437,2025-06-27 13:03:05.701437,,ai
4f703c617b60640b,762,ADDITIONAL DETAIL REQUEST,2025-06-27 13:03:05.701437,2025-06-27 13:04:18.700126,,human
4f703c617b60640b,763,SOLUTION DELIVERY,2025-06-27 13:04:18.700126,2025-06-27 13:05:10.830001,cartoes_credito_outros_produtos,ai
4f703c617b60640b,764,ALTERNATIVE CHANNEL REQUEST,2025-06-27 13:05:10.830001,2025-06-27 13:06:40.337549,,human
4f703c617b60640b,765,DATA RESPONSE,2025-06-27 13:06:40.337549,2025-06-27 13:07:12.737881,cartoes_credito_outros_produtos,ai
4f703c617b60640b,766,RESPONSE WITH DISSATISFACTION,2025-06-27 13:07:12.737881,2025-06-27 13:08:27.684508,,human
4f703c617b60640b,767,DATA RESPONSE,2025-06-27 13:08:27.684508,2025-06-27 13:08:58.281663,cartoes_credito_outros_produtos,ai
4f703c617b60640b,768,FINALIZATION WITH COMPLAINT,2025-06-27 13:08:58.281663,2025-06-27 13:09:46.244689,,human
4f703c617b60640b,769,END-DIALOGUE-SYSTEM,2025-06-27 13:09:46.244689,2025-06-27 13:09:46.244689,,syst
50ff25afc5036d1e,770,START-DIALOGUE-SYTEM,2025-07-16 09:38:24.448073,2025-07-16 09:38:24.448073,,syst
50ff25afc5036d1e,771,CHATBOT INITIAL GREETING,2025-07-16 09:38:24.448073,2025-07-16 09:38:25.448073,,ai
50ff25afc5036d1e,772,INTENT CLARIFICATION,2025-07-16 09:38:25.448073,2025-07-16 09:38:36.658544,,human
50ff25afc5036d1e,773,SOLUTION DELIVERY,2025-07-16 09:38:36.658544,2025-07-16 09:38:59.804523,cartoes_credito_outros_produtos,ai
50ff25afc5036d1e,774,SPONTANEOUS THANK,2025-07-16 09:38:59.804523,2025-07-16 09:39:13.046565,,human
50ff25afc5036d1e,775,END-DIALOGUE-SYSTEM,2025-07-16 09:39:13.046565,2025-07-16 09:39:13.046565,,syst
523d12edce74fecd,776,START-DIALOGUE-SYTEM,2025-07-11 19:35:48.924619,2025-07-11 19:35:48.924619,,syst
523d12edce74fecd,777,CHATBOT INITIAL GREETING,2025-07-11 19:35:48.924619,2025-07-11 19:35:49.924619,,ai
523d12edce74fecd,778,INTENT CLARIFICATION,2025-07-11 19:35:49.924619,2025-07-11 19:40:09.401112,,human
523d12edce74fecd,779,PROACTIVE CLARIFICATION,2025-07-11 19:40:09.401112,2025-07-11 19:40:53.045487,cartoes_credito_outros_produtos,ai
523d12edce74fecd,780,SOLUTION REJECTION,2025-07-11 19:40:53.045487,2025-07-11 19:46:01.444236,,human
523d12edce74fecd,781,SOLUTION DELIVERY,2025-07-11 19:46:01.444236,2025-07-11 19:46:41.476874,cartoes_credito_outros_produtos,ai
523d12edce74fecd,782,RESPONSE DOUBT,2025-07-11 19:46:41.476874,2025-07-11 19:50:47.969674,,human
523d12edce74fecd,783,PROACTIVE CLARIFICATION,2025-07-11 19:50:47.969674,2025-07-11 19:51:24.638617,cartoes_credito_outros_produtos,ai
523d12edce74fecd,784,SPONTANEOUS THANK,2025-07-11 19:51:24.638617,2025-07-11 19:55:31.527404,,human
523d12edce74fecd,785,END-DIALOGUE-SYSTEM,2025-07-11 19:55:31.527404,2025-07-11 19:55:31.527404,,syst
52af3e9b45522fd2,786,START-DIALOGUE-SYTEM,2025-07-11 17:17:29.505085,2025-07-11 17:17:29.505085,,syst
52af3e9b45522fd2,787,CHATBOT INITIAL GREETING,2025-07-11 17:17:29.505085,2025-07-11 17:17:30.505085,,ai
52af3e9b45522fd2,788,INTENT CLARIFICATION,2025-07-11 17:17:30.505085,2025-07-11 17:18:50.741411,,human
52af3e9b45522fd2,789,RESPONSE WITHOUT SOLUTION,2025-07-11 17:18:50.741411,2025-07-11 17:19:27.508817,cartoes_credito_outros_produtos,ai
52af3e9b45522fd2,790,SOLUTION REJECTION,2025-07-11 17:19:27.508817,2025-07-11 17:20:24.445913,,human
52af3e9b45522fd2,791,END-DIALOGUE-SYSTEM,2025-07-11 17:20:24.445913,2025-07-11 17:20:24.445913,,syst
53135d72a4d42827,792,START-DIALOGUE-SYTEM,2025-07-23 13:04:17.462054,2025-07-23 13:04:17.462054,,syst
53135d72a4d42827,793,CHATBOT INITIAL GREETING,2025-07-23 13:04:17.462054,2025-07-23 13:04:18.462054,,ai
53135d72a4d42827,794,CANCELLATION REQUEST,2025-07-23 13:04:18.462054,2025-07-23 13:09:02.268704,,human
53135d72a4d42827,795,PROACTIVE CLARIFICATION,2025-07-23 13:09:02.268704,2025-07-23 13:09:47.006779,cartoes_credito_outros_produtos,ai
53135d72a4d42827,796,CANCELLATION REQUEST,2025-07-23 13:09:47.006779,2025-07-23 13:14:12.750722,,human
53135d72a4d42827,797,SOLUTION DELIVERY,2025-07-23 13:14:12.750722,2025-07-23 13:14:51.099057,cartoes_credito_outros_produtos,ai
53135d72a4d42827,798,CANCELLATION REQUEST,2025-07-23 13:14:51.099057,2025-07-23 13:19:55.870708,,human
53135d72a4d42827,799,END-DIALOGUE-SYSTEM,2025-07-23 13:19:55.870708,2025-07-23 13:19:55.870708,,syst
5338819a6615c3c3,800,START-DIALOGUE-SYTEM,2025-07-20 18:28:57.014155,2025-07-20 18:28:57.014155,,syst
5338819a6615c3c3,801,CHATBOT INITIAL GREETING,2025-07-20 18:28:57.014155,2025-07-20 18:28:58.014155,,ai
5338819a6615c3c3,802,INTENT EXPANSION,2025-07-20 18:28:58.014155,2025-07-20 18:30:24.898850,,human
5338819a6615c3c3,803,DATA RESPONSE,2025-07-20 18:30:24.898850,2025-07-20 18:30:59.312253,cartoes_credito_outros_produtos,ai
5338819a6615c3c3,804,DIRECT HUMAN REQUEST,2025-07-20 18:30:59.312253,2025-07-20 18:32:28.143343,,human
5338819a6615c3c3,805,SOLUTION DELIVERY,2025-07-20 18:32:28.143343,2025-07-20 18:33:08.555117,cartoes_credito_outros_produtos,ai
5338819a6615c3c3,806,DIRECT HUMAN REQUEST,2025-07-20 18:33:08.555117,2025-07-20 18:35:10.493465,,human
5338819a6615c3c3,807,DATA RESPONSE,2025-07-20 18:35:10.493465,2025-07-20 18:35:48.746340,cartoes_credito_outros_produtos,ai
5338819a6615c3c3,808,FINALIZATION WITH COMPLAINT,2025-07-20 18:35:48.746340,2025-07-20 18:37:33.404199,,human
5338819a6615c3c3,809,END-DIALOGUE-SYSTEM,2025-07-20 18:37:33.404199,2025-07-20 18:37:33.404199,,syst
538bf7fa121a1c6d,810,START-DIALOGUE-SYTEM,2025-07-21 11:52:41.115099,2025-07-21 11:52:41.115099,,syst
538bf7fa121a1c6d,811,CHATBOT INITIAL GREETING,2025-07-21 11:52:41.115099,2025-07-21 11:52:42.115099,,ai
538bf7fa121a1c6d,812,FINALIZATION WITH COMPLAINT,2025-07-21 11:52:42.115099,2025-07-21 11:56:52.519486,,human
538bf7fa121a1c6d,813,DATA RESPONSE,2025-07-21 11:56:52.519486,2025-07-21 11:57:30.582975,cartoes_credito_outros_produtos,ai
538bf7fa121a1c6d,814,FINALIZATION WITH COMPLAINT,2025-07-21 11:57:30.582975,2025-07-21 12:00:52.693443,,human
538bf7fa121a1c6d,815,END-DIALOGUE-SYSTEM,2025-07-21 12:00:52.693443,2025-07-21 12:00:52.693443,,syst
5424c072c3fc36d6,816,START-DIALOGUE-SYTEM,2025-07-10 19:46:06.830103,2025-07-10 19:46:06.830103,,syst
5424c072c3fc36d6,817,CHATBOT INITIAL GREETING,2025-07-10 19:46:06.830103,2025-07-10 19:46:07.830103,,ai
5424c072c3fc36d6,818,STRESS DETECTION,2025-07-10 19:46:07.830103,2025-07-10 19:54:17.349603,,human
5424c072c3fc36d6,819,SOLUTION DELIVERY,2025-07-10 19:54:17.349603,2025-07-10 19:55:26.303805,cartoes_credito_outros_produtos,ai
5424c072c3fc36d6,820,SECURITY DOUBT,2025-07-10 19:55:26.303805,2025-07-10 20:01:28.258258,,human
5424c072c3fc36d6,821,PROACTIVE CLARIFICATION,2025-07-10 20:01:28.258258,2025-07-10 20:02:21.932124,cartoes_credito_outros_produtos,ai
5424c072c3fc36d6,822,STRESS DETECTION,2025-07-10 20:02:21.932124,2025-07-10 20:08:42.669133,,human
5424c072c3fc36d6,823,END-DIALOGUE-SYSTEM,2025-07-10 20:08:42.669133,2025-07-10 20:08:42.669133,,syst
544f6e28de9dc880,824,START-DIALOGUE-SYTEM,2025-07-04 11:06:00.786903,2025-07-04 11:06:00.786903,,syst
544f6e28de9dc880,825,CHATBOT INITIAL GREETING,2025-07-04 11:06:00.786903,2025-07-04 11:06:01.786903,,ai
544f6e28de9dc880,826,SOLUTION REJECTION,2025-07-04 11:06:01.786903,2025-07-04 11:09:27.500211,,human
544f6e28de9dc880,827,PROACTIVE CLARIFICATION,2025-07-04 11:09:27.500211,2025-07-04 11:10:16.528176,cartoes_credito_outros_produtos,ai
544f6e28de9dc880,828,INTENT EXPANSION,2025-07-04 11:10:16.528176,2025-07-04 11:13:27.087664,,human
544f6e28de9dc880,829,SOLUTION DELIVERY,2025-07-04 11:13:27.087664,2025-07-04 11:14:11.666320,cartoes_credito_outros_produtos,ai
544f6e28de9dc880,830,SPONTANEOUS THANK,2025-07-04 11:14:11.666320,2025-07-04 11:17:11.152605,,human
544f6e28de9dc880,831,SOLUTION DELIVERY,2025-07-04 11:17:11.152605,2025-07-04 11:17:51.846106,cartoes_credito_outros_produtos,ai
544f6e28de9dc880,832,SPONTANEOUS THANK,2025-07-04 11:17:51.846106,2025-07-04 11:21:01.921875,,human
544f6e28de9dc880,833,END-DIALOGUE-SYSTEM,2025-07-04 11:21:01.921875,2025-07-04 11:21:01.921875,,syst
55b3b0fe281ca580,834,START-DIALOGUE-SYTEM,2025-07-07 11:55:53.361358,2025-07-07 11:55:53.361358,,syst
55b3b0fe281ca580,835,CHATBOT INITIAL GREETING,2025-07-07 11:55:53.361358,2025-07-07 11:55:54.361358,,ai
55b3b0fe281ca580,836,INTENT EXPANSION,2025-07-07 11:55:54.361358,2025-07-07 12:00:21.125759,,human
55b3b0fe281ca580,837,NEW FEATURES OFFER,2025-07-07 12:00:21.125759,2025-07-07 12:00:55.667957,cartoes_credito_outros_produtos,ai
55b3b0fe281ca580,838,INTENT EXPANSION,2025-07-07 12:00:55.667957,2025-07-07 12:05:37.402843,,human
55b3b0fe281ca580,839,DATA RESPONSE,2025-07-07 12:05:37.402843,2025-07-07 12:06:05.579198,cartoes_credito_outros_produtos,ai
55b3b0fe281ca580,840,USER FEEDBACK,2025-07-07 12:06:05.579198,2025-07-07 12:11:08.742672,,human
55b3b0fe281ca580,841,END-DIALOGUE-SYSTEM,2025-07-07 12:11:08.742672,2025-07-07 12:11:08.742672,,syst
55e0a483b1f64682,842,START-DIALOGUE-SYTEM,2025-07-14 19:57:42.153676,2025-07-14 19:57:42.153676,,syst
55e0a483b1f64682,843,CHATBOT INITIAL GREETING,2025-07-14 19:57:42.153676,2025-07-14 19:57:43.153676,,ai
55e0a483b1f64682,844,FRAUD REPORT,2025-07-14 19:57:43.153676,2025-07-14 19:59:11.670909,,human
55e0a483b1f64682,845,PROACTIVE CLARIFICATION,2025-07-14 19:59:11.670909,2025-07-14 19:59:58.727369,cartoes_credito_outros_produtos,ai
55e0a483b1f64682,846,SOLUTION REJECTION,2025-07-14 19:59:58.727369,2025-07-14 20:01:07.214800,,human
55e0a483b1f64682,847,DATA RESPONSE,2025-07-14 20:01:07.214800,2025-07-14 20:02:02.771314,cartoes_credito_outros_produtos,ai
55e0a483b1f64682,848,ACTIVITY CONFIRMATION,2025-07-14 20:02:02.771314,2025-07-14 20:03:38.764931,,human
55e0a483b1f64682,849,PROACTIVE CLARIFICATION,2025-07-14 20:03:38.764931,2025-07-14 20:04:24.882269,cartoes_credito_outros_produtos,ai
55e0a483b1f64682,850,STRESS DETECTION,2025-07-14 20:04:24.882269,2025-07-14 20:05:32.047208,,human
55e0a483b1f64682,851,PROACTIVE CLARIFICATION,2025-07-14 20:05:32.047208,2025-07-14 20:06:23.480374,cartoes_credito_outros_produtos,ai
55e0a483b1f64682,852,FINALIZATION WITH COMPLAINT,2025-07-14 20:06:23.480374,2025-07-14 20:07:22.580334,,human
55e0a483b1f64682,853,PROACTIVE CLARIFICATION,2025-07-14 20:07:22.580334,2025-07-14 20:08:11.245549,cartoes_credito_outros_produtos,ai
55e0a483b1f64682,854,FINALIZATION WITH COMPLAINT,2025-07-14 20:08:11.245549,2025-07-14 20:08:56.887228,,human
55e0a483b1f64682,855,END-DIALOGUE-SYSTEM,2025-07-14 20:08:56.887228,2025-07-14 20:08:56.887228,,syst
567d44931d6c38c1,856,START-DIALOGUE-SYTEM,2025-07-05 21:42:26.781490,2025-07-05 21:42:26.781490,,syst
567d44931d6c38c1,857,CHATBOT INITIAL GREETING,2025-07-05 21:42:26.781490,2025-07-05 21:42:27.781490,,ai
567d44931d6c38c1,858,INTENT CLARIFICATION,2025-07-05 21:42:27.781490,2025-07-05 21:44:25.509587,,human
567d44931d6c38c1,859,SOLUTION DELIVERY,2025-07-05 21:44:25.509587,2025-07-05 21:45:01.019652,cartoes_credito_outros_produtos,ai
567d44931d6c38c1,860,SOLUTION REJECTION,2025-07-05 21:45:01.019652,2025-07-05 21:48:00.626852,,human
567d44931d6c38c1,861,SOLUTION DELIVERY,2025-07-05 21:48:00.626852,2025-07-05 21:48:35.388290,cartoes_credito_outros_produtos,ai
567d44931d6c38c1,862,SOLUTION REJECTION,2025-07-05 21:48:35.388290,2025-07-05 21:51:38.306017,,human
567d44931d6c38c1,863,END-DIALOGUE-SYSTEM,2025-07-05 21:51:38.306017,2025-07-05 21:51:38.306017,,syst
5713ea5655f45c2e,864,START-DIALOGUE-SYTEM,2025-07-23 19:41:27.852206,2025-07-23 19:41:27.852206,,syst
5713ea5655f45c2e,865,CHATBOT INITIAL GREETING,2025-07-23 19:41:27.852206,2025-07-23 19:41:28.852206,,ai
5713ea5655f45c2e,866,INTENT EXPANSION,2025-07-23 19:41:28.852206,2025-07-23 19:43:33.487834,,human
5713ea5655f45c2e,867,DATA RESPONSE,2025-07-23 19:43:33.487834,2025-07-23 19:44:04.795570,cartoes_credito_outros_produtos,ai
5713ea5655f45c2e,868,SPONTANEOUS THANK,2025-07-23 19:44:04.795570,2025-07-23 19:46:01.875055,,human
5713ea5655f45c2e,869,END-DIALOGUE-SYSTEM,2025-07-23 19:46:01.875055,2025-07-23 19:46:01.875055,,syst
572bab1aea19bfb0,870,START-DIALOGUE-SYTEM,2025-07-06 22:21:26.226712,2025-07-06 22:21:26.226712,,syst
572bab1aea19bfb0,871,CHATBOT INITIAL GREETING,2025-07-06 22:21:26.226712,2025-07-06 22:21:27.226712,,ai
572bab1aea19bfb0,872,SOLUTION REJECTION,2025-07-06 22:21:27.226712,2025-07-06 22:22:32.389846,,human
572bab1aea19bfb0,873,PROACTIVE CLARIFICATION,2025-07-06 22:22:32.389846,2025-07-06 22:23:06.356752,cartoes_credito_outros_produtos,ai
572bab1aea19bfb0,874,FINALIZATION WITH COMPLAINT,2025-07-06 22:23:06.356752,2025-07-06 22:24:15.260948,,human
572bab1aea19bfb0,875,END-DIALOGUE-SYSTEM,2025-07-06 22:24:15.260948,2025-07-06 22:24:15.260948,,syst
57ae527ee3ac27fe,876,START-DIALOGUE-SYTEM,2025-06-28 23:02:28.797277,2025-06-28 23:02:28.797277,,syst
57ae527ee3ac27fe,877,CHATBOT INITIAL GREETING,2025-06-28 23:02:28.797277,2025-06-28 23:02:29.797277,,ai
57ae527ee3ac27fe,878,FRAUD REPORT,2025-06-28 23:02:29.797277,2025-06-28 23:04:06.273269,,human
57ae527ee3ac27fe,879,PROACTIVE CLARIFICATION,2025-06-28 23:04:06.273269,2025-06-28 23:04:50.085019,cartoes_credito_outros_produtos,ai
57ae527ee3ac27fe,880,URGENCY WITH AGGRESSIVE LANGUAGE,2025-06-28 23:04:50.085019,2025-06-28 23:06:06.057970,,human
57ae527ee3ac27fe,881,GUIDED FLOWS,2025-06-28 23:06:06.057970,2025-06-28 23:06:48.344347,cartoes_credito_outros_produtos,ai
57ae527ee3ac27fe,882,INTENT EXPANSION,2025-06-28 23:06:48.344347,2025-06-28 23:08:06.853274,,human
57ae527ee3ac27fe,883,SOLUTION DELIVERY,2025-06-28 23:08:06.853274,2025-06-28 23:08:53.311111,cartoes_credito_outros_produtos,ai
57ae527ee3ac27fe,884,SOLUTION REJECTION,2025-06-28 23:08:53.311111,2025-06-28 23:10:10.415209,,human
57ae527ee3ac27fe,885,SOLUTION DELIVERY,2025-06-28 23:10:10.415209,2025-06-28 23:11:05.520223,cartoes_credito_outros_produtos,ai
57ae527ee3ac27fe,886,USER FEEDBACK,2025-06-28 23:11:05.520223,2025-06-28 23:12:17.796693,,human
57ae527ee3ac27fe,887,DATA RESPONSE,2025-06-28 23:12:17.796693,2025-06-28 23:13:04.173860,cartoes_credito_outros_produtos,ai
57ae527ee3ac27fe,888,USER CONFIRMATION,2025-06-28 23:13:04.173860,2025-06-28 23:14:20.020669,,human
57ae527ee3ac27fe,889,END-DIALOGUE-SYSTEM,2025-06-28 23:14:20.020669,2025-06-28 23:14:20.020669,,syst
57b130d3a3fc253d,890,START-DIALOGUE-SYTEM,2025-07-11 21:31:06.331065,2025-07-11 21:31:06.331065,,syst
57b130d3a3fc253d,891,CHATBOT INITIAL GREETING,2025-07-11 21:31:06.331065,2025-07-11 21:31:07.331065,,ai
57b130d3a3fc253d,892,CANCELLATION REQUEST,2025-07-11 21:31:07.331065,2025-07-11 21:42:04.555193,,human
57b130d3a3fc253d,893,SOLUTION DELIVERY,2025-07-11 21:42:04.555193,2025-07-11 21:42:54.696810,cartoes_credito_outros_produtos,ai
57b130d3a3fc253d,894,FINALIZATION WITH COMPLAINT,2025-07-11 21:42:54.696810,2025-07-11 21:51:48.804062,,human
57b130d3a3fc253d,895,PROACTIVE CLARIFICATION,2025-07-11 21:51:48.804062,2025-07-11 21:52:39.144122,cartoes_credito_outros_produtos,ai
57b130d3a3fc253d,896,FINALIZATION WITH COMPLAINT,2025-07-11 21:52:39.144122,2025-07-11 22:05:18.239078,,human
57b130d3a3fc253d,897,END-DIALOGUE-SYSTEM,2025-07-11 22:05:18.239078,2025-07-11 22:05:18.239078,,syst
5801634abb0df0de,898,START-DIALOGUE-SYTEM,2025-07-04 13:59:35.434061,2025-07-04 13:59:35.434061,,syst
5801634abb0df0de,899,CHATBOT INITIAL GREETING,2025-07-04 13:59:35.434061,2025-07-04 13:59:36.434061,,ai
5801634abb0df0de,900,SOLUTION REJECTION,2025-07-04 13:59:36.434061,2025-07-04 14:04:01.480146,,human
5801634abb0df0de,901,SOLUTION DELIVERY,2025-07-04 14:04:01.480146,2025-07-04 14:04:40.459587,cartoes_credito_outros_produtos,ai
5801634abb0df0de,902,RESPONSE DOUBT,2025-07-04 14:04:40.459587,2025-07-04 14:10:02.063799,,human
5801634abb0df0de,903,DATA RESPONSE,2025-07-04 14:10:02.063799,2025-07-04 14:10:35.507781,cartoes_credito_outros_produtos,ai
5801634abb0df0de,904,RESPONSE DOUBT,2025-07-04 14:10:35.507781,2025-07-04 14:16:21.548967,,human
5801634abb0df0de,905,SOLUTION DELIVERY,2025-07-04 14:16:21.548967,2025-07-04 14:17:08.460852,cartoes_credito_outros_produtos,ai
5801634abb0df0de,906,SPONTANEOUS THANK,2025-07-04 14:17:08.460852,2025-07-04 14:21:54.652716,,human
5801634abb0df0de,907,END-DIALOGUE-SYSTEM,2025-07-04 14:21:54.652716,2025-07-04 14:21:54.652716,,syst
589e49bc68a25d3b,908,START-DIALOGUE-SYTEM,2025-07-04 03:50:28.508865,2025-07-04 03:50:28.508865,,syst
589e49bc68a25d3b,909,CHATBOT INITIAL GREETING,2025-07-04 03:50:28.508865,2025-07-04 03:50:29.508865,,ai
589e49bc68a25d3b,910,FINALIZATION WITH COMPLAINT,2025-07-04 03:50:29.508865,2025-07-04 03:54:46.396694,,human
589e49bc68a25d3b,911,DATA RESPONSE,2025-07-04 03:54:46.396694,2025-07-04 03:55:34.321299,cartoes_credito_outros_produtos,ai
589e49bc68a25d3b,912,FINALIZATION WITH COMPLAINT,2025-07-04 03:55:34.321299,2025-07-04 03:59:54.944372,,human
589e49bc68a25d3b,913,DATA RESPONSE,2025-07-04 03:59:54.944372,2025-07-04 04:00:40.769319,cartoes_credito_outros_produtos,ai
589e49bc68a25d3b,914,FINALIZATION WITH COMPLAINT,2025-07-04 04:00:40.769319,2025-07-04 04:06:03.658926,,human
589e49bc68a25d3b,915,PROACTIVE CLARIFICATION,2025-07-04 04:06:03.658926,2025-07-04 04:07:02.536257,cartoes_credito_outros_produtos,ai
589e49bc68a25d3b,916,FINALIZATION WITH COMPLAINT,2025-07-04 04:07:02.536257,2025-07-04 04:12:07.335144,,human
589e49bc68a25d3b,917,DATA RESPONSE,2025-07-04 04:12:07.335144,2025-07-04 04:13:07.211244,cartoes_credito_outros_produtos,ai
589e49bc68a25d3b,918,FINALIZATION WITH COMPLAINT,2025-07-04 04:13:07.211244,2025-07-04 04:17:36.961144,,human
589e49bc68a25d3b,919,END-DIALOGUE-SYSTEM,2025-07-04 04:17:36.961144,2025-07-04 04:17:36.961144,,syst
596b48bd28a0ac9c,920,START-DIALOGUE-SYTEM,2025-07-22 04:50:01.434066,2025-07-22 04:50:01.434066,,syst
596b48bd28a0ac9c,921,CHATBOT INITIAL GREETING,2025-07-22 04:50:01.434066,2025-07-22 04:50:02.434066,,ai
596b48bd28a0ac9c,922,INTENT CLARIFICATION,2025-07-22 04:50:02.434066,2025-07-22 04:53:44.037966,,human
596b48bd28a0ac9c,923,PROACTIVE CLARIFICATION,2025-07-22 04:53:44.037966,2025-07-22 04:54:23.393214,cartoes_credito_outros_produtos,ai
596b48bd28a0ac9c,924,SOLUTION REJECTION,2025-07-22 04:54:23.393214,2025-07-22 04:58:11.005120,,human
596b48bd28a0ac9c,925,DATA RESPONSE,2025-07-22 04:58:11.005120,2025-07-22 04:58:48.647078,cartoes_credito_outros_produtos,ai
596b48bd28a0ac9c,926,INTENT EXPANSION,2025-07-22 04:58:48.647078,2025-07-22 05:03:03.905963,,human
596b48bd28a0ac9c,927,SOLUTION DELIVERY,2025-07-22 05:03:03.905963,2025-07-22 05:03:50.122099,cartoes_credito_outros_produtos,ai
596b48bd28a0ac9c,928,SPONTANEOUS THANK,2025-07-22 05:03:50.122099,2025-07-22 05:07:16.811487,,human
